Complex name:,Uniprot Accession Number:,% Identity:,E-Value:,Homolog Fasta:
q12003_ub_model_A,J7R4R5,55.78,5e-92,q12003_ub_model_A_H60.fasta
q12003_ub_model_A,C5E292,52.0,7e-85,q12003_ub_model_A_H55.fasta
q12003_ub_model_A,A0A1X7R7B3,49.19,4e-83,q12003_ub_model_A_H50.fasta
q12003_ub_model_A,G0WCE2,43.91,3e-68,q12003_ub_model_A_H45.fasta
q12003_ub_model_A,W6MPI8,39.62,7.999999999999999e-63,q12003_ub_model_A_H40.fasta
q12003_ub_model_A,A0AAD9FRX6,34.55,2e-43,q12003_ub_model_A_H35.fasta
q12003_ub_model_A,A0A7D8UKR7,29.15,5.0000000000000005e-37,q12003_ub_model_A_H30.fasta
q12003_ub_model_A,A0A016S3T7,23.39,6e-23,q12003_ub_model_A_H25.fasta
p25580_ub_model_A,J7S482,52.69,1.0000000000000001e-60,p25580_ub_model_A_H55.fasta
p25580_ub_model_A,A0A9P7BBG1,49.74,1e-55,p25580_ub_model_A_H50.fasta
p25580_ub_model_A,H2ATG9,44.09,4e-46,p25580_ub_model_A_H45.fasta
p25580_ub_model_A,A0A4C2ED00,39.06,6e-35,p25580_ub_model_A_H40.fasta
p25580_ub_model_A,A0A6H0XVU1,34.5,2e-17,p25580_ub_model_A_H35.fasta
p25580_ub_model_A,S3CQF0,29.05,1e-13,p25580_ub_model_A_H30.fasta
q06266_ub_model_A,G0VAS4,68.6,2e-51,q06266_ub_model_A_H70.fasta
q06266_ub_model_A,A0AAN7ZXQ8,61.34,5e-43,q06266_ub_model_A_H65.fasta
q06266_ub_model_A,Q04383,59.43,5e-34,q06266_ub_model_A_H60.fasta
q06266_ub_model_A,A0A9P8Q147,53.39,2.0000000000000003e-34,q06266_ub_model_A_H55.fasta
q06266_ub_model_A,J7R2X4,48.21,2.0000000000000002e-29,q06266_ub_model_A_H50.fasta
q06266_ub_model_A,W6MP76,44.25,2.0000000000000002e-23,q06266_ub_model_A_H45.fasta
q06266_ub_model_A,A0A3A2Z578,38.76,6e-16,q06266_ub_model_A_H40.fasta
q06266_ub_model_A,F8MHW0,34.78,1e-11,q06266_ub_model_A_H35.fasta
q06266_ub_model_A,A0AAN6KPE1,29.71,3e-07,q06266_ub_model_A_H30.fasta
p0cx65_ub_model_A,A6ZMH7,80.4,2e-111,p0cx65_ub_model_A_H85.fasta
p0cx65_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p0cx65_ub_model_A_H70.fasta
p0cx65_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx65_ub_model_A_H65.fasta
p0cx65_ub_model_A,A0AA35ND33,48.99,1e-59,p0cx65_ub_model_A_H50.fasta
p0cx65_ub_model_A,A7TJX5,30.11,2e-16,p0cx65_ub_model_A_H35.fasta
p0cx65_ub_model_A,A0A7H9HN04,28.65,3e-15,p0cx65_ub_model_A_H30.fasta
p0cx65_ub_model_A,A7TMQ1,24.73,7e-14,p0cx65_ub_model_A_H25.fasta
q03306_ub_model_A,A0A6C1E5G3,81.97,2.9999999999999997e-97,q03306_ub_model_A_H85.fasta
q03306_ub_model_A,J7RJL2,56.02,2e-52,q03306_ub_model_A_H60.fasta
q03306_ub_model_A,A7WPH4,50.86,1.9999999999999998e-50,q03306_ub_model_A_H55.fasta
q03306_ub_model_A,A0A1X7R9F6,47.73,2e-43,q03306_ub_model_A_H50.fasta
q03306_ub_model_A,C5DTA1,43.82,3e-37,q03306_ub_model_A_H45.fasta
q03306_ub_model_A,C5DM17,37.27,3e-23,q03306_ub_model_A_H40.fasta
q03306_ub_model_A,W0T5X1,34.3,7e-19,q03306_ub_model_A_H35.fasta
q03306_ub_model_A,Q753D9,28.16,5e-12,q03306_ub_model_A_H30.fasta
p31377_ub_model_A,G9A023,46.67,5e-17,p31377_ub_model_A_H50.fasta
p31377_ub_model_A,A0A120K0Z4,44.94,1e-15,p31377_ub_model_A_H45.fasta
p31377_ub_model_A,W0T708,36.96,8e-14,p31377_ub_model_A_H40.fasta
p47136_ub_model_A,A7TM88,51.39,2e-10,p47136_ub_model_A_H55.fasta
p47136_ub_model_A,G0WGN2,42.86,2e-08,p47136_ub_model_A_H45.fasta
q12485_ub_model_A,A6ZMH7,80.4,2e-111,q12485_ub_model_A_H85.fasta
q12485_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,q12485_ub_model_A_H70.fasta
q12485_ub_model_A,A0AA35NLP0,64.32,2e-76,q12485_ub_model_A_H65.fasta
q12485_ub_model_A,A0AA35ND33,48.99,1e-59,q12485_ub_model_A_H50.fasta
q12485_ub_model_A,A7TJX5,30.11,2e-16,q12485_ub_model_A_H35.fasta
q12485_ub_model_A,A0A7H9HN04,28.65,3e-15,q12485_ub_model_A_H30.fasta
q12485_ub_model_A,A7TMQ1,24.73,7e-14,q12485_ub_model_A_H25.fasta
p53259_ub_model_A,A7TSB0,73.98,9e-146,p53259_ub_model_A_H75.fasta
p53259_ub_model_A,A0A1E3P8D9,58.65,7e-94,p53259_ub_model_A_H60.fasta
p53259_ub_model_A,A0A1E4TQ99,52.56,2.0000000000000002e-81,p53259_ub_model_A_H55.fasta
p53259_ub_model_A,A0AAX4H3G3,49.59,2.0000000000000002e-72,p53259_ub_model_A_H50.fasta
p53259_ub_model_A,A5DBJ7,44.98,3e-64,p53259_ub_model_A_H45.fasta
p53259_ub_model_A,W6MXL9,39.76,3e-50,p53259_ub_model_A_H40.fasta
p53259_ub_model_A,A0A9W6Z496,34.16,3e-39,p53259_ub_model_A_H35.fasta
p53259_ub_model_A,A0AAD4CJ47,28.06,3e-21,p53259_ub_model_A_H30.fasta
q08960_ub_model_A,H2B185,66.67,9.999999999999999e-87,q08960_ub_model_A_H70.fasta
q08960_ub_model_A,F2QV97,57.59,2e-70,q08960_ub_model_A_H60.fasta
q08960_ub_model_A,A0A099P6D2,50.54,7e-41,q08960_ub_model_A_H55.fasta
q08960_ub_model_A,A0A367XUG0,48.96,4e-40,q08960_ub_model_A_H50.fasta
q08960_ub_model_A,Q6C3V9,44.85,5.9999999999999996e-40,q08960_ub_model_A_H45.fasta
q08960_ub_model_A,A0A0E9NJ67,39.66,1.0000000000000001e-34,q08960_ub_model_A_H40.fasta
q08960_ub_model_A,A0A094DQX6,34.81,3e-27,q08960_ub_model_A_H35.fasta
q08960_ub_model_A,A0A9P6SJ62,29.28,6e-14,q08960_ub_model_A_H30.fasta
q08960_ub_model_A,A0A7R9LP07,23.94,5e-07,q08960_ub_model_A_H25.fasta
p38339_ub_model_A,A0A1E5RZX1,54.03,9e-40,p38339_ub_model_A_H55.fasta
p38339_ub_model_A,G8C1S5,46.36,3e-23,p38339_ub_model_A_H50.fasta
p38339_ub_model_A,A0A1L0CH22,40.29,3e-24,p38339_ub_model_A_H45.fasta
p38339_ub_model_A,A0AAV5QDA1,39.29,4e-20,p38339_ub_model_A_H40.fasta
p38339_ub_model_A,A0A9W9V7W2,33.94,2e-14,p38339_ub_model_A_H35.fasta
p38339_ub_model_A,UPI003498AF22,29.09,3e-11,p38339_ub_model_A_H30.fasta
p38237_ub_model_A,W0TAR9,51.65,4e-161,p38237_ub_model_A_H55.fasta
p38237_ub_model_A,J7S2P2,47.01,2e-143,p38237_ub_model_A_H50.fasta
p38237_ub_model_A,A0AAN8A8P2,41.57,2e-107,p38237_ub_model_A_H45.fasta
p38237_ub_model_A,A0A1L0B3S0,38.95,2e-102,p38237_ub_model_A_H40.fasta
p38237_ub_model_A,A0A395S630,34.58,6.999999999999999e-84,p38237_ub_model_A_H35.fasta
p38237_ub_model_A,R9P2P1,29.9,1e-61,p38237_ub_model_A_H30.fasta
p38237_ub_model_A,A0A7S3MIN0,23.75,4e-35,p38237_ub_model_A_H25.fasta
p36134_ub_model_A,H0GXP9,66.96,5e-48,p36134_ub_model_A_H70.fasta
p36134_ub_model_A,G8ZZE1,35.29,5e-07,p36134_ub_model_A_H40.fasta
p36134_ub_model_A,A7TQX7,31.78,6e-12,p36134_ub_model_A_H35.fasta
p36134_ub_model_A,A0A9P6W9Y2,29.37,1e-08,p36134_ub_model_A_H30.fasta
p0cx75_ub_model_A,A6ZMH7,80.1,4e-109,p0cx75_ub_model_A_H85.fasta
p0cx75_ub_model_A,A0AA35JE33,66.15,6e-86,p0cx75_ub_model_A_H70.fasta
p0cx75_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx75_ub_model_A_H65.fasta
p0cx75_ub_model_A,A0AA35ND33,50.53,4e-59,p0cx75_ub_model_A_H55.fasta
p0cx75_ub_model_A,A7TJX5,30.68,4e-16,p0cx75_ub_model_A_H35.fasta
p0cx75_ub_model_A,A0A7H9HN04,28.65,4e-15,p0cx75_ub_model_A_H30.fasta
p0cx75_ub_model_A,A7TMQ1,24.73,5e-14,p0cx75_ub_model_A_H25.fasta
p12611_ub_model_A,J6EM57,97.67,6e-78,p12611_ub_model_A_H99.fasta
p12611_ub_model_A,Q75C35,66.36,4e-36,p12611_ub_model_A_H70.fasta
p12611_ub_model_A,G8BYK1,51.33,9.000000000000001e-29,p12611_ub_model_A_H55.fasta
p12611_ub_model_A,A0AAI9SXT3,48.67,9.999999999999999e-26,p12611_ub_model_A_H50.fasta
p12611_ub_model_A,A0A8H2Y232,32.71,1e-10,p12611_ub_model_A_H35.fasta
p12611_ub_model_A,A0A9P3LSQ1,29.82,4e-06,p12611_ub_model_A_H30.fasta
p28273_ub_model_A,C4Y251,64.2,3e-68,p28273_ub_model_A_H65.fasta
p28273_ub_model_A,A0A1V8TJN0,56.59,2e-59,p28273_ub_model_A_H60.fasta
p28273_ub_model_A,A0A8H7TS55,54.3,2e-64,p28273_ub_model_A_H55.fasta
p28273_ub_model_A,A0A9W8JUS1,48.74,5e-56,p28273_ub_model_A_H50.fasta
p28273_ub_model_A,A0A8X7SVF7,43.75,1e-47,p28273_ub_model_A_H45.fasta
p28273_ub_model_A,A0A8H4IKV0,39.56,5.0000000000000005e-39,p28273_ub_model_A_H40.fasta
p28273_ub_model_A,W0PJY9,34.83,7.999999999999999e-30,p28273_ub_model_A_H35.fasta
p28273_ub_model_A,A0A3D0WDV9,29.94,8e-22,p28273_ub_model_A_H30.fasta
p34223_ub_model_A,G8ZRB7,44.44,7e-11,p34223_ub_model_A_H45.fasta
p47043_ub_model_A,A0A1Q3A6T5,50.21,6e-66,p47043_ub_model_A_H55.fasta
p47043_ub_model_A,Q6FPB8,45.63,4e-65,p47043_ub_model_A_H50.fasta
p47043_ub_model_A,I2H5M1,43.92,4e-62,p47043_ub_model_A_H45.fasta
p47043_ub_model_A,A0A9P6WEH9,38.65,5.9999999999999996e-55,p47043_ub_model_A_H40.fasta
p47043_ub_model_A,A0A9P8TNF6,34.78,6e-32,p47043_ub_model_A_H35.fasta
p47043_ub_model_A,A0A401GWK7,29.14,4e-27,p47043_ub_model_A_H30.fasta
p47043_ub_model_A,A0A5C3MFP1,24.14,3e-16,p47043_ub_model_A_H25.fasta
p25579_ub_model_A,A0A8H2ZGE4,35.46,2e-67,p25579_ub_model_A_H40.fasta
p25579_ub_model_A,A0A7H9AVB9,34.34,4e-64,p25579_ub_model_A_H35.fasta
p33748_ub_model_A,P33749,31.8,2.9999999999999995e-54,p33748_ub_model_A_H35.fasta
p39969_ub_model_A,G8ZRM0,51.24,0.0,p39969_ub_model_A_H55.fasta
p39969_ub_model_A,G0W3C0,48.69,0.0,p39969_ub_model_A_H50.fasta
p39969_ub_model_A,G8BTE0,40.15,2e-175,p39969_ub_model_A_H45.fasta
p39969_ub_model_A,H2B2E8,39.87,6e-164,p39969_ub_model_A_H40.fasta
p40210_ub_model_A,A0AAN8A6S0,52.08,1e-22,p40210_ub_model_A_H55.fasta
p40210_ub_model_A,I2GZZ7,49.49,1e-15,p40210_ub_model_A_H50.fasta
p40210_ub_model_A,I2H035,43.18,3e-11,p40210_ub_model_A_H45.fasta
p40210_ub_model_A,A0A4P9ZCT6,36.46,8e-09,p40210_ub_model_A_H40.fasta
p40210_ub_model_A,A0A1E4ST39,34.96,2e-06,p40210_ub_model_A_H35.fasta
p25566_ub_model_A,Q6CUY4,65.08,4e-58,p25566_ub_model_A_H70.fasta
p25566_ub_model_A,W0T289,63.85,6e-57,p25566_ub_model_A_H65.fasta
p25566_ub_model_A,A0A367IXR6,58.4,2e-43,p25566_ub_model_A_H60.fasta
p25566_ub_model_A,A0A427YRV3,52.31,2.9999999999999996e-42,p25566_ub_model_A_H55.fasta
p25566_ub_model_A,A0A2C5X329,49.62,7e-38,p25566_ub_model_A_H50.fasta
p25566_ub_model_A,A0A7T3CFN4,44.62,4e-33,p25566_ub_model_A_H45.fasta
p25566_ub_model_A,A0A1E5S145,39.22,2.0000000000000002e-28,p25566_ub_model_A_H40.fasta
p18414_ub_model_A,M2QLE4,58.26,3e-82,p18414_ub_model_A_H60.fasta
p18414_ub_model_A,A0A8H7TRI5,53.88,2e-73,p18414_ub_model_A_H55.fasta
p18414_ub_model_A,A0A5E8B589,49.32,7e-66,p18414_ub_model_A_H50.fasta
p18414_ub_model_A,A0A3M0W5A0,43.46,9.999999999999999e-57,p18414_ub_model_A_H45.fasta
p18414_ub_model_A,L7FKK4,39.17,6e-50,p18414_ub_model_A_H40.fasta
p18414_ub_model_A,UPI00248FB8AC,34.88,5.0000000000000005e-39,p18414_ub_model_A_H35.fasta
p18414_ub_model_A,A0A4S4DBR1,29.55,2e-19,p18414_ub_model_A_H30.fasta
p53155_ub_model_A,H2AS62,58.74,4e-107,p53155_ub_model_A_H60.fasta
p53155_ub_model_A,G8JP67,54.65,2.9999999999999997e-96,p53155_ub_model_A_H55.fasta
p53155_ub_model_A,A0A0W0EAB9,49.25,2.0000000000000002e-82,p53155_ub_model_A_H50.fasta
p53155_ub_model_A,UPI0038727D0E,42.54,6e-69,p53155_ub_model_A_H45.fasta
p53155_ub_model_A,A0AAV5RX78,38.27,6e-59,p53155_ub_model_A_H40.fasta
p53155_ub_model_A,A0A1Q8RSN3,30.17,9e-35,p53155_ub_model_A_H35.fasta
p53155_ub_model_A,UPI0020C5AFB0,29.93,1e-33,p53155_ub_model_A_H30.fasta
p53155_ub_model_A,A0A024G7S5,24.53,9e-21,p53155_ub_model_A_H25.fasta
q6q5p6_ub_model_A,P47023,91.84,2.0000000000000002e-159,q6q5p6_ub_model_A_H95.fasta
q6q5p6_ub_model_A,H0GT24,65.82,3e-86,q6q5p6_ub_model_A_H70.fasta
q6q5p6_ub_model_A,A0AA35JGG9,60.91,1e-90,q6q5p6_ub_model_A_H65.fasta
q6q5p6_ub_model_A,A7TKG8,26.05,5e-07,q6q5p6_ub_model_A_H30.fasta
q04214_ub_model_A,A0A0L8VT75,97.42,1e-99,q04214_ub_model_A_H99.fasta
q04214_ub_model_A,P08405,84.52,4e-87,q04214_ub_model_A_H85.fasta
q04214_ub_model_A,A0AA35JE33,72.73,2.0000000000000002e-72,q04214_ub_model_A_H75.fasta
q04214_ub_model_A,A0AA35NLP0,66.01,3e-65,q04214_ub_model_A_H70.fasta
q04214_ub_model_A,UPI0006C1674E,62.99,2e-61,q04214_ub_model_A_H65.fasta
q04214_ub_model_A,A0AA35ND33,51.3,2e-47,q04214_ub_model_A_H55.fasta
q04214_ub_model_A,A7TJX5,29.45,3e-13,q04214_ub_model_A_H30.fasta
q04214_ub_model_A,A7TMQ1,24.49,4e-13,q04214_ub_model_A_H25.fasta
q04049_ub_model_A,H0GEM5,98.57,9e-39,q04049_ub_model_A_H99.fasta
q04049_ub_model_A,G8ZM75,53.57,3e-10,q04049_ub_model_A_H55.fasta
q04049_ub_model_A,A0A376B253,48.28,4e-08,q04049_ub_model_A_H50.fasta
q04049_ub_model_A,W0TAY7,39.34,4e-06,q04049_ub_model_A_H40.fasta
p23585_ub_model_A,A0A0W0CBA5,75.4,2.0000000000000003e-124,p23585_ub_model_A_H80.fasta
p23585_ub_model_A,P32467,74.24,8e-127,p23585_ub_model_A_H75.fasta
p23585_ub_model_A,A0A6C1EDV1,67.8,1.9999999999999999e-115,p23585_ub_model_A_H70.fasta
p23585_ub_model_A,A0A871RD42,62.64,1e-103,p23585_ub_model_A_H65.fasta
p23585_ub_model_A,I2GVI9,55.06,1e-101,p23585_ub_model_A_H60.fasta
p23585_ub_model_A,C4XWU7,53.51,2.9999999999999997e-96,p23585_ub_model_A_H55.fasta
p23585_ub_model_A,A0A875RV42,47.41,2e-78,p23585_ub_model_A_H50.fasta
p23585_ub_model_A,A0A0E9ND27,41.57,4.0000000000000004e-66,p23585_ub_model_A_H45.fasta
p23585_ub_model_A,A0AAD9SHB9,39.68,8e-61,p23585_ub_model_A_H40.fasta
p23585_ub_model_A,A0AA39XMK6,34.93,9.999999999999999e-51,p23585_ub_model_A_H35.fasta
p23585_ub_model_A,A0A1B8CCI6,28.84,7e-39,p23585_ub_model_A_H30.fasta
p32790_ub_model_A,G8BZG5,59.21,0.0,p32790_ub_model_A_H60.fasta
p32790_ub_model_A,Q6CXX0,51.61,7e-142,p32790_ub_model_A_H55.fasta
p32790_ub_model_A,Q74ZM8,48.13,7.000000000000001e-124,p32790_ub_model_A_H50.fasta
p32790_ub_model_A,A5DU88,41.53,6.999999999999999e-106,p32790_ub_model_A_H45.fasta
p32790_ub_model_A,Q5ALV2,39.36,1e-106,p32790_ub_model_A_H40.fasta
p32790_ub_model_A,A0A3N4I138,33.81,2.0000000000000002e-81,p32790_ub_model_A_H35.fasta
p32790_ub_model_A,M7PCK7,27.12,6e-45,p32790_ub_model_A_H30.fasta
q12395_ub_model_A,H2AZ80,60.0,1e-13,q12395_ub_model_A_H65.fasta
q12395_ub_model_A,Q6FJR2,55.1,3e-09,q12395_ub_model_A_H60.fasta
p39988_ub_model_A,G0WDF4,67.19,4.9999999999999995e-154,p39988_ub_model_A_H70.fasta
p39988_ub_model_A,A0A120K269,50.82,2e-98,p39988_ub_model_A_H55.fasta
p39988_ub_model_A,A0A1B2J6B7,46.18,7e-77,p39988_ub_model_A_H50.fasta
p39988_ub_model_A,A0A1E5S028,44.57,2e-78,p39988_ub_model_A_H45.fasta
p39988_ub_model_A,A0A1D2VF66,38.94,7e-67,p39988_ub_model_A_H40.fasta
p39988_ub_model_A,A0A0C9ZMK0,34.1,3e-52,p39988_ub_model_A_H35.fasta
p39988_ub_model_A,A0AAV5PZ48,29.65,1.9999999999999998e-32,p39988_ub_model_A_H30.fasta
p47099_ub_model_A,A6ZMH7,80.4,2e-111,p47099_ub_model_A_H85.fasta
p47099_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p47099_ub_model_A_H70.fasta
p47099_ub_model_A,A0AA35NLP0,64.32,2e-76,p47099_ub_model_A_H65.fasta
p47099_ub_model_A,A0AA35ND33,48.99,1e-59,p47099_ub_model_A_H50.fasta
p47099_ub_model_A,A7TJX5,30.11,2e-16,p47099_ub_model_A_H35.fasta
p47099_ub_model_A,A0A7H9HN04,28.65,3e-15,p47099_ub_model_A_H30.fasta
p47099_ub_model_A,A7TMQ1,24.73,7e-14,p47099_ub_model_A_H25.fasta
p15731_ub_model_A,P15732,92.57,5e-97,p15731_ub_model_A_H95.fasta
p15731_ub_model_A,A0A1E3NT98,86.3,1e-90,p15731_ub_model_A_H90.fasta
p15731_ub_model_A,A0A063BWV0,84.72,5.999999999999999e-91,p15731_ub_model_A_H85.fasta
p15731_ub_model_A,A0A9W8F8N9,79.86,1.9999999999999998e-86,p15731_ub_model_A_H80.fasta
p15731_ub_model_A,A0A8H3I9Q8,72.96,1.0000000000000001e-81,p15731_ub_model_A_H75.fasta
p15731_ub_model_A,V5FUI0,69.01,1e-80,p15731_ub_model_A_H70.fasta
p15731_ub_model_A,A0A7N5KFL8,63.28,2e-74,p15731_ub_model_A_H65.fasta
p15731_ub_model_A,F4I5B8,59.57,9e-76,p15731_ub_model_A_H60.fasta
p15731_ub_model_A,A0A9J5YCI3,34.29,4e-18,p15731_ub_model_A_H35.fasta
p53137_ub_model_A,H0GFW5,96.61,9e-30,p53137_ub_model_A_H99.fasta
p53137_ub_model_A,H2AND2,50.77,2e-13,p53137_ub_model_A_H55.fasta
p53137_ub_model_A,G8BYS6,43.86,1e-07,p53137_ub_model_A_H45.fasta
p40353_ub_model_A,A0A1G4MGD5,51.77,1e-77,p40353_ub_model_A_H55.fasta
p40353_ub_model_A,A0A1G4IW03,42.17,4e-65,p40353_ub_model_A_H45.fasta
p40353_ub_model_A,H2ATX0,39.21,5e-55,p40353_ub_model_A_H40.fasta
p40353_ub_model_A,A0A8H2ZIC4,32.76,1e-31,p40353_ub_model_A_H35.fasta
p40353_ub_model_A,A0A0H5CHF0,28.32,5e-18,p40353_ub_model_A_H30.fasta
p31755_ub_model_A,A0A8H2ZJ94,56.31,1.9999999999999998e-110,p31755_ub_model_A_H60.fasta
p31755_ub_model_A,A0A0C7NCP8,54.14,1.9999999999999998e-97,p31755_ub_model_A_H55.fasta
p31755_ub_model_A,G8BUV5,49.83,6e-87,p31755_ub_model_A_H50.fasta
p31755_ub_model_A,A0A1D2VMB1,40.75,2e-59,p31755_ub_model_A_H45.fasta
p31755_ub_model_A,A0AAV5QT47,39.1,3e-53,p31755_ub_model_A_H40.fasta
p31755_ub_model_A,C1GJ91,33.22,9e-39,p31755_ub_model_A_H35.fasta
p31755_ub_model_A,A0A1U7LQA7,28.92,7.999999999999999e-30,p31755_ub_model_A_H30.fasta
p31755_ub_model_A,W6MU94,24.48,2e-17,p31755_ub_model_A_H25.fasta
p22515_ub_model_A,A0A9W6SV38,75.75,0.0,p22515_ub_model_A_H80.fasta
p22515_ub_model_A,A0A9W6Z6Z4,73.73,0.0,p22515_ub_model_A_H75.fasta
p22515_ub_model_A,A0A1Y1ZH83,66.23,0.0,p22515_ub_model_A_H70.fasta
p22515_ub_model_A,A0A8H7R775,62.57,0.0,p22515_ub_model_A_H65.fasta
p22515_ub_model_A,A0A7R9KZ34,55.03,0.0,p22515_ub_model_A_H60.fasta
p22515_ub_model_A,E0VPA2,53.43,0.0,p22515_ub_model_A_H55.fasta
p22515_ub_model_A,A0A7S0G8M3,49.82,6e-177,p22515_ub_model_A_H50.fasta
p22515_ub_model_A,A0ABD0YX96,44.81,2e-153,p22515_ub_model_A_H45.fasta
p22515_ub_model_A,A0A388LRL9,39.75,2e-129,p22515_ub_model_A_H40.fasta
p22515_ub_model_A,A0A1Z5KDA9,34.68,4e-95,p22515_ub_model_A_H35.fasta
p46989_ub_model_A,J8Q0R5,74.68,2.0000000000000002e-81,p46989_ub_model_A_H75.fasta
p46989_ub_model_A,A0A1X7R2E9,53.21,7e-54,p46989_ub_model_A_H55.fasta
p46989_ub_model_A,A0A4C2E1G2,44.97,1e-38,p46989_ub_model_A_H45.fasta
p46989_ub_model_A,Q6CXQ8,38.85,2e-35,p46989_ub_model_A_H40.fasta
p46989_ub_model_A,Q757Z8,30.25,6e-22,p46989_ub_model_A_H35.fasta
p46989_ub_model_A,I2H1W1,28.4,2e-18,p46989_ub_model_A_H30.fasta
p46989_ub_model_A,Q5A5S7,24.52,8e-13,p46989_ub_model_A_H25.fasta
p38630_ub_model_A,A0A1E3NVL5,61.06,3e-79,p38630_ub_model_A_H65.fasta
p38630_ub_model_A,A5DCI6,58.65,1.0000000000000001e-75,p38630_ub_model_A_H60.fasta
p38630_ub_model_A,A0AAV5QRQ4,51.69,3e-66,p38630_ub_model_A_H55.fasta
p38630_ub_model_A,A0A875RYR3,49.3,3e-64,p38630_ub_model_A_H50.fasta
p38630_ub_model_A,M2LL86,43.78,7e-51,p38630_ub_model_A_H45.fasta
p38630_ub_model_A,A0A9N9AYG9,39.82,2.9999999999999997e-47,p38630_ub_model_A_H40.fasta
p38630_ub_model_A,A0A2P2I5X9,34.6,8.000000000000001e-39,p38630_ub_model_A_H35.fasta
p38630_ub_model_A,A0AAJ6VZK2,29.67,3e-29,p38630_ub_model_A_H30.fasta
p40956_ub_model_A,H2ASE3,40.16,8e-09,p40956_ub_model_A_H45.fasta
p40956_ub_model_A,G0WEB0,36.03,1e-09,p40956_ub_model_A_H40.fasta
p40956_ub_model_A,A7TIZ5,33.73,4e-06,p40956_ub_model_A_H35.fasta
p32499_ub_model_A,G0WGX5,43.02,5e-120,p32499_ub_model_A_H45.fasta
p32499_ub_model_A,W0TCW9,38.47,2e-106,p32499_ub_model_A_H40.fasta
p32499_ub_model_A,G8JXP5,32.78,2.0000000000000002e-75,p32499_ub_model_A_H35.fasta
p32499_ub_model_A,W6MW82,29.48,6e-41,p32499_ub_model_A_H30.fasta
p47976_ub_model_A,G8BMV6,82.28,2.9999999999999997e-44,p47976_ub_model_A_H85.fasta
p47976_ub_model_A,A0A7G3ZEM0,76.83,3.9999999999999995e-42,p47976_ub_model_A_H80.fasta
p47976_ub_model_A,G8JTH3,74.68,1e-36,p47976_ub_model_A_H75.fasta
p47976_ub_model_A,A0A120K135,69.62,2.0000000000000003e-34,p47976_ub_model_A_H70.fasta
p47976_ub_model_A,A0A1E5RVN6,61.7,8e-31,p47976_ub_model_A_H65.fasta
p47976_ub_model_A,A0A9Q1HN10,50.0,2e-18,p47976_ub_model_A_H55.fasta
p47976_ub_model_A,A0A7R9G9R8,45.16,9e-20,p47976_ub_model_A_H50.fasta
p47976_ub_model_A,A0A1Y1L5E8,44.33,6e-20,p47976_ub_model_A_H45.fasta
p47976_ub_model_A,A0AB34IRN7,39.18,1e-18,p47976_ub_model_A_H40.fasta
p36026_ub_model_A,Q876E0,77.53,4e-166,p36026_ub_model_A_H80.fasta
p36026_ub_model_A,A7TGV6,52.17,4e-105,p36026_ub_model_A_H55.fasta
p36026_ub_model_A,I2H4D0,45.05,3e-90,p36026_ub_model_A_H50.fasta
p36026_ub_model_A,H2AYL8,44.28,8e-77,p36026_ub_model_A_H45.fasta
p36026_ub_model_A,Q5A675,37.65,5e-48,p36026_ub_model_A_H40.fasta
p36026_ub_model_A,A0A4P6XRM9,34.5,5e-42,p36026_ub_model_A_H35.fasta
p36026_ub_model_A,A0A448YEY3,28.83,2.0000000000000002e-23,p36026_ub_model_A_H30.fasta
p36026_ub_model_A,A0A9W9A6T4,24.36,2e-17,p36026_ub_model_A_H25.fasta
p50102_ub_model_A,A0A7H9AXP1,63.9,3e-89,p50102_ub_model_A_H65.fasta
p50102_ub_model_A,I2H2L3,55.07,5.0000000000000004e-77,p50102_ub_model_A_H60.fasta
p50102_ub_model_A,A0A376B5I7,49.0,9e-62,p50102_ub_model_A_H50.fasta
p50102_ub_model_A,A0AAN6I2L9,42.11,5.999999999999999e-47,p50102_ub_model_A_H45.fasta
p50102_ub_model_A,A0A1E3PMY4,36.86,2e-43,p50102_ub_model_A_H40.fasta
p50102_ub_model_A,M2NKJ6,33.98,1e-40,p50102_ub_model_A_H35.fasta
p50102_ub_model_A,A0AAD5XM36,28.62,4.0000000000000003e-29,p50102_ub_model_A_H30.fasta
p39940_ub_model_A,H2AQ58,95.8,5e-179,p39940_ub_model_A_H99.fasta
p39940_ub_model_A,Q6BT41,85.5,2.0000000000000002e-159,p39940_ub_model_A_H90.fasta
p39940_ub_model_A,D5GP79,79.39,1e-151,p39940_ub_model_A_H80.fasta
p39940_ub_model_A,Q5KC94,74.43,1e-144,p39940_ub_model_A_H75.fasta
p39940_ub_model_A,A0AAW0FVX0,64.89,3e-121,p39940_ub_model_A_H65.fasta
p39940_ub_model_A,A0A5C3QR52,58.43,6e-104,p39940_ub_model_A_H60.fasta
p39940_ub_model_A,A0A2C9JGB1,54.94,3e-98,p39940_ub_model_A_H55.fasta
p39940_ub_model_A,A0A3Q2DZA9,49.43,1e-89,p39940_ub_model_A_H50.fasta
p32389_ub_model_A,Q6FSZ3,33.78,1e-78,p32389_ub_model_A_H35.fasta
p38884_ub_model_A,Q6CWH8,51.72,8e-74,p38884_ub_model_A_H55.fasta
